日期,開盤,最高,最低,收盤,成交量,成交值,成交筆數
2005-01-03,51.0,51.5,50.5,51.0,26097000,1329675000,3799
2005-01-04,50.0,50.5,49.6,49.6,27821249,1387725977,5717
2005-01-05,48.8,48.8,48.5,48.5,38000268,1849824600,7999
2005-01-06,48.1,48.4,47.9,48.0,43601412,2097512280,7788
2005-01-07,47.8,47.9,47.5,47.8,43700220,2084223191,7675
2005-01-10,47.8,48.8,47.8,48.5,35252551,1705012470,6034
2005-01-11,48.3,48.6,48.0,48.2,32803041,1582430008,4117
2005-01-12,47.8,48.1,47.0,47.0,41124266,1955076510,7722
2005-01-13,47.3,47.8,46.5,46.8,35955679,1695906796,6580
2005-01-14,46.5,47.1,46.2,47.0,48925530,2285600511,7434
2005-01-17,47.8,48.9,47.6,48.9,41588451,2017275002,8299
2005-01-18,48.9,49.2,48.6,49.1,42294267,2067063909,5343
2005-01-19,49.1,49.3,47.7,47.7,31281266,1519647704,5182
2005-01-20,47.4,48.5,47.4,48.0,39515519,1898980816,5656
2005-01-21,47.7,48.0,47.5,47.5,28724975,1369594523,4184
2005-01-24,47.5,47.6,46.9,47.0,23761097,1120729079,4576
2005-01-25,46.7,47.7,46.7,47.6,37083831,1754331644,5781
2005-01-26,48.0,49.4,47.9,49.2,70886883,3456583110,13649
2005-01-27,49.2,49.5,48.9,49.4,43795289,2157487019,7771
2005-01-28,49.6,51.0,49.6,50.0,81134197,4072827998,14158
2005-01-31,50.5,52.5,50.5,52.0,127694591,6568446520,23244
2005-02-01,52.5,53.0,52.0,52.5,105802728,5545536262,17248
2005-02-02,53.0,54.0,53.0,53.5,106976639,5718198781,15632
2005-02-03,53.5,54.0,52.5,53.5,89138028,4754889170,11933
2005-02-14,54.5,55.5,54.0,54.5,139791000,7655896000,12208
2005-02-15,54.5,55.5,54.5,55.0,60535978,3321765893,12694
2005-02-16,55.0,55.0,53.5,54.5,38292945,2085128502,6994
2005-02-17,54.5,54.5,53.0,53.5,42977402,2312512762,7316
2005-02-18,53.5,54.5,53.0,54.0,60422677,3247053187,6626
2005-02-21,54.0,54.5,53.5,54.5,27898620,1508568918,4184
2005-02-22,54.0,54.5,53.5,54.0,25373092,1363871213,3811
2005-02-23,53.5,54.0,52.5,53.5,53202237,2831370068,6341
2005-02-24,53.0,53.5,52.5,53.0,38312500,2032614901,4114
2005-02-25,54.0,55.0,54.0,55.0,84167263,4610982935,15611
2005-03-01,54.5,54.9,54.0,54.3,38224923,2077422404,7076
2005-03-02,54.3,54.7,54.0,54.1,45735495,2480516103,5839
2005-03-03,54.0,54.0,53.2,53.5,64315129,3443508064,6033
2005-03-04,53.0,53.1,52.1,52.5,66781384,3503850949,10228
2005-03-07,52.5,53.1,52.3,52.8,34804632,1831739577,4491
2005-03-08,53.5,54.2,52.8,53.7,33011641,1770584697,6309
2005-03-09,52.7,53.4,52.7,53.0,26793968,1421104189,4530
2005-03-10,52.8,52.8,51.7,52.0,44221425,2301346821,6882
2005-03-11,52.1,52.9,52.1,52.5,27266272,1427641163,4278
2005-03-14,51.9,52.0,51.3,51.5,32036209,1653359607,5926
2005-03-15,51.4,51.5,51.0,51.1,30322765,1551861528,4899
2005-03-16,51.0,52.0,51.0,52.0,42833756,2204212385,5492
2005-03-17,51.0,51.5,50.7,50.9,52153912,2660767764,6417
2005-03-18,51.0,51.4,50.7,50.9,29417277,1500660049,3751
2005-03-21,50.8,50.8,50.3,50.6,44378601,2238345101,6142
2005-03-22,50.3,50.8,49.9,50.5,36883889,1851354074,5719
2005-03-23,49.9,50.5,49.8,50.3,40548020,2027829987,5496
2005-03-24,50.2,51.4,50.1,50.6,37466675,1902291464,5881
2005-03-25,50.9,51.5,50.9,51.5,24768571,1271795643,4059
2005-03-28,51.6,51.7,51.2,51.5,18084254,931414028,3178
2005-03-29,51.5,51.5,50.8,51.1,21191763,1085853558,4019
2005-03-30,50.5,51.0,50.5,50.6,48374186,2448589277,3989
2005-03-31,51.2,51.6,50.8,51.5,27060068,1386033351,4171
2005-04-01,51.5,52.7,51.1,52.6,37605469,1951089262,5371
2005-04-04,52.1,52.8,52.1,52.2,24189347,1267805432,4723
2005-04-06,51.8,52.3,51.5,51.5,27417750,1419151093,4740
2005-04-07,51.5,52.1,51.4,51.4,42240840,2184999025,4731
2005-04-08,52.0,52.3,51.6,52.3,32158678,1671688162,4619
2005-04-11,52.5,52.5,51.9,51.9,25709691,1337368683,3361
2005-04-12,51.5,52.4,51.5,52.3,16534428,862208414,2818
2005-04-13,52.3,52.6,52.0,52.5,18007274,942374695,2499
2005-04-14,51.7,51.7,51.2,51.3,41842058,2153500874,6233
2005-04-15,50.8,51.9,50.5,51.3,43910544,2245059962,4951
2005-04-18,50.5,50.5,50.0,50.3,69139301,3473126117,7157
2005-04-19,50.1,50.5,49.9,50.1,44680103,2240935652,5308
2005-04-20,51.0,51.0,49.9,50.1,30558917,1533601120,4510
2005-04-21,49.2,50.2,49.1,49.6,58209171,2888437829,6863
2005-04-22,50.1,50.3,49.6,49.6,39861649,1989697426,4585
2005-04-25,49.6,49.9,49.35,49.8,21850130,1083834006,3737
2005-04-26,50.0,51.8,49.95,51.6,51603684,2632655184,8374
2005-04-27,52.1,52.2,51.3,52.2,54693674,2840847707,8524
2005-04-28,52.0,53.0,51.5,53.0,42200231,2214983119,6038
2005-04-29,52.2,52.2,51.7,51.9,28513147,1482261390,4040
2005-05-03,52.2,53.1,52.2,52.3,40449148,2137067449,6650
2005-05-04,52.3,53.0,52.3,52.5,26164545,1378489581,4031
2005-05-05,53.1,54.4,53.1,53.9,57891592,3117453630,11541
2005-05-06,53.9,54.7,53.7,54.6,48639056,2641861643,10155
2005-05-09,54.6,54.7,53.9,54.7,43527258,2371143554,6581
2005-05-10,54.7,55.0,54.2,54.7,35166326,1920881379,5744
2005-05-11,53.5,53.8,52.8,53.6,44539579,2375797414,6366
2005-05-12,53.8,54.5,53.7,54.5,47587132,2573252071,5906
2005-05-13,54.3,55.2,54.2,54.8,54311771,2980987367,9840
2005-05-16,55.0,55.1,54.5,54.8,30444562,1670919693,5983
2005-05-17,54.8,55.0,54.2,54.3,28688645,1567676877,4533
2005-05-18,54.3,55.0,54.1,54.9,35266999,1932622162,6569
2005-05-19,55.5,56.5,55.5,56.4,93419366,5250538769,15867
2005-05-20,56.0,56.7,56.0,56.5,41226110,2326198631,8017
2005-05-23,56.3,56.3,54.9,55.2,22444635,1242290205,5624
2005-05-24,55.2,56.7,55.1,56.4,48951187,2743920354,8531
2005-05-25,56.4,56.9,55.6,55.8,47803166,2691226646,6887
2005-05-26,55.8,56.1,55.3,56.0,37762722,2106247788,7044
2005-05-27,56.1,56.9,56.1,56.8,37432330,2119805949,7472
2005-05-30,56.5,56.7,56.2,56.7,24261756,1371341473,3887
2005-05-31,56.6,57.1,56.2,56.9,66096585,3752164202,7708
2005-06-01,56.3,56.7,55.8,55.9,48490982,2723516291,7123
2005-06-02,56.4,57.0,56.4,56.9,56312706,3194200430,6821
2005-06-03,57.1,57.8,56.9,57.7,54487025,3129735288,9319
2005-06-06,57.5,58.1,57.3,58.1,50153292,2901375146,10306
2005-06-07,58.0,58.0,57.2,57.5,63207784,3631780955,7442
2005-06-08,57.7,58.5,57.7,58.2,71191414,4132975633,9736
2005-06-09,58.5,58.5,57.3,58.0,47510000,2744503900,6159
2005-06-10,58.3,58.5,57.8,58.1,88120000,5118052600,14312
2005-06-13,54.0,54.8,53.5,54.5,64207000,3467817400,13047
2005-06-14,54.7,55.0,54.4,54.5,41497573,2270658370,8533
2005-06-15,54.5,55.0,54.4,55.0,41672761,2282409004,4585
2005-06-16,55.4,56.0,55.0,55.9,45727882,2540985529,7075
2005-06-17,56.0,57.5,55.9,56.8,49525846,2814564745,10351
2005-06-20,56.8,57.0,56.2,56.9,40445371,2293813859,5908
2005-06-21,56.9,56.9,55.8,55.8,27178847,1523782939,6448
2005-06-22,56.0,57.2,56.0,56.9,38386649,2178500391,7318
2005-06-23,57.3,57.5,57.0,57.2,45651016,2614863178,6597
2005-06-24,57.0,57.1,56.4,56.6,34538836,1962116084,5688
2005-06-27,56.2,56.5,55.6,56.5,30574482,1710775827,5348
2005-06-28,56.3,56.5,55.8,56.4,30174794,1693773101,4567
2005-06-29,56.9,56.9,54.8,54.9,110212883,6086795762,10488
2005-06-30,55.5,55.7,54.8,55.1,39089918,2159352086,6131
2005-07-01,55.1,55.7,54.5,55.7,18870765,1039135091,3898
2005-07-04,55.4,55.9,55.0,55.1,18037848,996721669,3939
2005-07-05,55.1,55.1,54.4,54.4,18987287,1036540670,4998
2005-07-06,54.6,54.8,54.2,54.6,49307250,2691644895,6372
2005-07-07,54.6,54.8,53.5,54.6,56006237,3024655416,8435
2005-07-08,54.2,54.3,53.7,53.8,67367072,3631611350,8816
2005-07-11,54.5,56.8,54.5,56.8,100414736,5601502091,17698
2005-07-12,57.0,57.8,57.0,57.1,70328449,4027050859,13937
2005-07-13,57.0,57.3,56.6,56.8,43965833,2503666945,7876
2005-07-14,57.0,57.1,56.2,57.0,28011817,1589556394,6101
2005-07-15,57.1,57.2,56.5,56.6,25142393,1428983707,4615
2005-07-19,56.4,56.6,56.0,56.2,28879903,1624488597,5993
2005-07-20,56.3,57.3,56.2,56.4,60499829,3431944944,8735
2005-07-21,55.7,57.4,55.7,56.4,58600642,3299282146,7511
2005-07-22,56.4,56.9,55.6,56.9,40422347,2272255073,4562
2005-07-25,56.5,56.5,56.0,56.1,22730365,1277538435,3840
2005-07-26,56.0,57.0,55.6,55.6,61743360,3473304833,8233
2005-07-27,54.0,54.7,53.0,53.1,112968253,6071188967,22664
2005-07-28,53.2,53.9,52.8,53.9,70681957,3771157280,10587
2005-07-29,54.0,54.5,53.2,53.2,38745469,2087339548,8156
2005-08-01,53.2,53.9,53.1,53.3,17146101,917495164,4619
2005-08-02,53.9,54.9,53.6,54.9,41634849,2258430094,8817
2005-08-03,55.5,56.1,55.1,55.9,55187732,3078111239,10977
2005-08-04,55.9,55.9,54.7,54.7,33600141,1853657775,6715
2005-08-08,53.6,53.9,53.3,53.4,65311793,3497369122,10954
2005-08-09,53.2,53.6,52.8,53.0,56102067,2976237690,11338
2005-08-10,53.4,53.8,52.6,52.8,45507145,2423898675,9533
2005-08-11,53.0,53.6,52.9,53.6,31279273,1669396776,6531
2005-08-12,53.7,54.3,53.5,53.6,35578748,1914457830,6700
2005-08-15,53.3,53.4,52.0,53.0,47616488,2509476809,7785
2005-08-16,53.4,53.4,52.6,53.0,28840639,1527269010,4527
2005-08-17,52.5,53.0,52.3,52.7,37031428,1949712763,5270
2005-08-18,52.7,53.0,52.0,52.0,35585071,1864817890,6229
2005-08-19,51.8,51.8,51.1,51.6,39632263,2039070712,6733
2005-08-22,51.9,52.2,51.7,52.0,20143284,1046163162,4172
2005-08-23,52.0,52.4,51.9,52.0,26614761,1385335615,4124
2005-08-24,51.8,51.8,51.3,51.5,25404608,1309300506,3914
2005-08-25,51.2,52.1,51.1,51.8,21542808,1112657601,4332
2005-08-26,51.8,53.2,51.7,52.8,34692828,1826440355,7016
2005-08-29,52.3,52.5,51.1,51.3,35641089,1836209264,6263
2005-08-30,51.9,51.9,51.1,51.1,44046931,2259920615,6091
2005-08-31,51.1,54.0,51.1,54.0,55789267,2918813049,10250
2005-09-02,53.0,53.2,52.3,52.6,55650775,2932981563,9665
2005-09-05,52.4,52.6,52.1,52.1,22508332,1177837547,4389
2005-09-06,52.5,52.7,52.1,52.2,18247570,956683042,3341
2005-09-07,52.1,52.3,51.9,52.0,14987276,780440690,3179
2005-09-08,52.0,52.4,51.8,51.9,21068285,1098636870,3420
2005-09-09,52.1,52.4,51.5,51.6,26116008,1353709482,4443
2005-09-12,52.5,53.0,52.3,52.7,44476234,2340942170,6996
2005-09-13,52.7,53.6,52.7,53.5,74054152,3938254393,10507
2005-09-14,53.5,53.9,53.4,53.9,43513818,2331951434,7165
2005-09-15,53.8,54.0,53.3,53.9,33130905,1781673631,7055
2005-09-16,53.9,54.1,52.6,52.6,44725607,2379174782,8500
2005-09-19,52.6,53.5,52.3,53.2,35672521,1887645265,5851
2005-09-20,52.8,54.0,52.5,53.6,44858194,2396075909,8468
2005-09-21,53.6,53.6,53.1,53.6,16212278,866744502,2706
2005-09-22,52.8,52.9,51.9,52.1,61142682,3200057714,10407
2005-09-23,51.6,52.0,50.9,51.4,35389632,1822783127,7849
2005-09-26,51.5,51.9,50.5,51.0,38391383,1959624718,7037
2005-09-27,51.1,51.7,50.9,51.5,37103997,1907345866,4943
2005-09-28,51.3,51.7,50.6,51.2,33818488,1725575894,6876
2005-09-29,51.2,52.2,51.0,52.1,48045270,2492949021,5933
2005-09-30,52.5,53.3,52.4,53.3,50348629,2671808713,8820
2005-10-03,53.4,53.4,52.7,52.8,35478619,1880912025,5750
2005-10-04,53.0,54.0,53.0,54.0,59224926,3186521059,11409
2005-10-05,54.0,54.8,54.0,54.2,62539694,3409125121,12696
2005-10-06,53.8,53.9,53.5,53.7,30352622,1630561427,4606
2005-10-07,53.4,54.2,53.4,53.9,37459621,2019355581,5375
2005-10-11,53.7,53.7,52.7,52.9,32967686,1748345629,6035
2005-10-12,52.4,52.4,51.7,51.8,47806413,2483993270,9605
2005-10-13,51.5,51.6,51.2,51.4,34703643,1781774932,7891
2005-10-14,51.7,51.9,51.0,51.1,38520170,1974449633,7863
2005-10-17,51.1,51.2,50.1,50.1,35537985,1796020004,8580
2005-10-18,50.5,51.4,50.4,50.5,33546821,1707299515,5755
2005-10-19,50.1,50.1,49.55,49.55,55634329,2765779600,9490
2005-10-20,49.6,50.5,49.0,50.3,51030106,2532309754,9803
2005-10-21,48.7,49.75,48.7,49.2,31346998,1545309284,6322
2005-10-24,49.9,50.7,49.8,50.3,41295150,2071923076,6788
2005-10-25,51.5,51.6,50.8,50.8,35932532,1842227868,6866
2005-10-26,50.8,51.5,50.4,50.8,27699062,1410373420,5304
2005-10-27,50.0,50.6,49.5,49.6,33267312,1664248084,6150
2005-10-28,50.1,51.7,50.1,50.4,61368597,3124104598,9817
2005-10-31,51.7,52.5,51.2,52.0,61076034,3162490914,10610
2005-11-01,52.5,52.5,51.8,51.8,26295717,1371522469,5764
2005-11-02,52.3,52.8,52.1,52.7,37019803,1943904768,6286
2005-11-03,53.3,53.6,53.2,53.5,48408667,2586084531,10149
2005-11-04,54.0,54.4,53.9,54.2,59134456,3198933103,11833
2005-11-07,54.2,54.4,53.8,54.4,41004633,2219390618,8898
2005-11-08,54.4,54.5,53.9,54.5,41110204,2233580473,7789
2005-11-09,54.4,55.4,54.3,55.3,71603821,3941565695,13119
2005-11-10,55.7,56.0,55.4,55.9,66767800,3722580844,12104
2005-11-11,56.0,57.0,56.0,57.0,92329338,5223535165,19339
2005-11-14,56.6,57.2,56.4,57.0,59665467,3396133152,10275
2005-11-15,56.0,57.0,56.0,57.0,54493121,3085970588,8056
2005-11-16,57.0,57.2,55.5,56.8,35391190,2004884190,6666
2005-11-17,56.8,56.8,55.6,56.1,25982535,1456661466,5393
2005-11-18,57.0,57.4,56.9,57.1,50556067,2888678305,10590
2005-11-21,57.5,58.3,57.5,57.9,64727806,3752447872,12110
2005-11-22,57.9,58.0,57.3,58.0,34065347,1969696744,6219
2005-11-23,59.0,60.2,58.8,59.7,95559092,5676837032,17204
2005-11-24,59.7,60.0,59.4,59.7,58568010,3500286800,9605
2005-11-25,59.7,59.7,59.0,59.1,22065039,1305540031,5510
2005-11-28,59.6,59.9,59.3,59.5,28680713,1709601502,6610
2005-11-29,58.2,59.3,57.8,57.8,39502110,2304770741,6821
2005-11-30,58.4,59.8,58.4,59.5,49991034,2955405768,8732
2005-12-01,59.5,60.0,59.3,59.3,54630013,3266164840,10427
2005-12-02,60.2,60.8,60.1,60.6,69879586,4227540374,14373
2005-12-05,61.0,62.0,60.3,62.0,44969432,2748173901,9875
2005-12-06,60.4,62.7,60.4,62.5,56766997,3533592764,11832
2005-12-07,62.5,63.5,61.9,62.5,41851849,2622043324,7528
2005-12-08,62.5,62.5,61.0,61.7,36493007,2248559868,5874
2005-12-09,61.1,61.2,60.3,60.8,39707330,2410604914,6808
2005-12-12,60.8,61.4,60.1,61.2,31192467,1888057269,5877
2005-12-13,61.2,62.0,60.6,62.0,43260472,2654853049,9162
2005-12-14,61.6,61.6,60.7,61.1,45578623,2784410180,5849
2005-12-15,61.0,61.0,60.4,60.9,31020905,1882835480,5998
2005-12-16,61.0,62.3,61.0,62.0,41400421,2566183253,7832
2005-12-19,62.2,62.5,61.8,62.5,35419485,2205434070,4990
2005-12-20,62.0,62.3,61.7,62.3,25539674,1585298030,4675
2005-12-21,62.4,63.0,62.1,63.0,31975971,2007415924,6358
2005-12-22,63.5,63.5,62.1,62.3,19599480,1229435860,3748
2005-12-23,62.8,63.9,62.4,63.9,34643048,2192667040,9315
2005-12-26,64.0,64.0,62.6,63.8,11918968,757123027,3176
2005-12-27,63.8,64.3,63.2,63.8,20626461,1315861935,5106
2005-12-28,62.6,63.5,62.6,63.5,1947673613,121354085211,4732
2005-12-29,63.5,63.5,62.6,63.0,53633966,3385068115,6140
2005-12-30,62.9,63.0,62.3,62.5,28155776,1764300255,4542
2006-01-02,61.8,61.8,60.0,61.0,29267603,1780020933,7332
2006-01-03,61.0,62.9,60.5,62.9,68454902,4231395037,9088
2006-01-04,63.1,63.4,62.0,63.4,53059960,3333169980,7552
2006-01-05,63.4,64.0,62.6,64.0,43479769,2760142947,8353
2006-01-06,64.8,65.5,64.7,65.5,66362586,4321175921,14651
2006-01-09,66.1,68.4,66.1,68.1,75794876,5106844543,15937
2006-01-10,68.0,68.0,66.2,66.7,44405801,2965614025,8708
2006-01-11,66.0,66.0,64.1,65.8,67186444,4361089016,11716
2006-01-12,66.5,66.5,65.1,65.5,46494334,3050241610,7799
2006-01-13,64.8,65.0,63.8,64.5,36961769,2377685342,7679
2006-01-16,63.8,64.3,63.5,63.9,36002173,2300806970,7406
2006-01-17,64.1,65.3,64.1,64.6,37879768,2447484842,7164
2006-01-18,62.0,62.7,61.4,61.6,79147318,4892455394,16669
2006-01-19,61.8,63.1,61.3,62.0,51883460,3224864720,9694
2006-01-20,63.0,63.0,62.1,62.5,35319303,2212884790,5368
2006-01-23,61.6,62.2,61.4,61.8,28081931,1734336871,4836
2006-01-24,61.8,62.6,61.7,61.9,38641407,2400942870,5564
2006-01-25,63.0,63.5,62.3,63.5,39855088,2512800966,7493
2006-02-03,64.0,64.5,62.3,63.4,79436673,5007324168,12790
2006-02-06,63.0,66.5,61.6,66.5,52336764,3280580760,9627
2006-02-07,64.0,65.3,64.0,65.0,40155294,2603913253,7913
2006-02-08,65.0,65.0,63.0,63.1,34913080,2227760328,7357
2006-02-09,64.0,64.2,62.6,63.0,37009155,2353563504,5935
2006-02-10,63.0,63.1,62.0,62.6,37460827,2337963297,5888
2006-02-13,62.1,62.7,62.0,62.4,25958271,1617707360,5235
2006-02-14,62.0,62.3,61.6,62.3,46120266,2852716061,9289
2006-02-15,62.5,62.5,61.1,61.3,37023981,2289401301,9427
2006-02-16,61.9,62.9,61.6,62.4,43052234,2685851487,8388
2006-02-17,62.5,62.9,61.6,61.7,32251869,1998264841,6291
2006-02-20,61.5,62.7,61.4,62.7,22700265,1410799580,5639
2006-02-21,62.9,63.2,62.0,62.1,31715863,1978104306,6445
2006-02-22,62.4,62.7,61.3,61.9,36070897,2231327854,7158
2006-02-23,61.7,61.8,60.5,60.8,41692129,2549616131,8750
2006-02-24,60.8,61.3,60.3,61.0,44897700,2734796633,6523
2006-02-27,61.0,61.0,60.3,60.9,43733871,2651205783,7822
2006-03-01,60.3,60.8,59.9,60.4,55533120,3350825826,11365
2006-03-02,61.5,62.8,61.5,62.7,77472308,4826441996,15661
2006-03-03,62.6,62.6,61.4,61.8,42744211,2650207608,6793
2006-03-06,61.7,61.7,60.7,60.9,27293304,1668511603,6147
2006-03-07,60.9,60.9,60.1,60.1,35930557,2170037278,7968
2006-03-08,59.9,60.0,58.9,59.0,59895352,3558051968,13413
2006-03-09,59.0,59.9,59.0,59.8,26989135,1609134174,5307
2006-03-10,59.8,62.2,59.8,61.4,62588599,3837662565,12206
2006-03-13,61.4,61.7,60.8,61.4,17860117,1095534177,4117
2006-03-14,61.0,61.0,59.8,60.0,33166525,1996709400,7785
2006-03-15,61.5,62.0,60.9,61.1,31017127,1903913781,6297
2006-03-16,61.5,62.0,60.5,60.5,36358501,2236465368,7326
2006-03-17,60.3,60.9,60.0,60.7,40778257,2459469181,7002
2006-03-20,60.7,60.7,60.1,60.2,33866427,2042708220,6819
2006-03-21,60.0,60.8,59.9,60.5,38156645,2300389288,4825
2006-03-22,60.0,60.1,59.5,59.6,44273831,2643409442,8392
2006-03-23,59.8,60.3,59.2,59.6,37839027,2257019653,6072
2006-03-24,59.6,60.2,59.5,59.8,21882372,1308820341,4627
2006-03-27,60.6,60.7,60.2,60.3,24844256,1501648710,4454
2006-03-28,60.8,61.5,60.3,61.4,39385638,2403506572,8179
2006-03-29,61.0,61.9,60.7,61.9,44477171,2736783346,7492
2006-03-30,62.5,63.0,62.1,62.9,88159348,5535452461,11980
2006-03-31,63.0,64.8,63.0,64.2,87618467,5614488481,19102
2006-04-03,64.2,65.0,63.8,64.8,36317595,2342784095,8122
2006-04-04,64.7,64.8,64.1,64.5,25626560,1647903080,5227
2006-04-06,65.0,65.9,64.9,65.9,63077561,4126506499,12851
2006-04-07,66.0,67.8,65.6,67.4,65596353,4376353894,18401
2006-04-10,66.8,67.4,66.4,67.0,45727474,3064683861,8403
2006-04-11,66.6,66.8,65.7,66.1,32607055,2159361592,6421
2006-04-12,65.1,67.3,65.1,66.8,53613000,3565589130,7661
2006-04-13,67.0,67.3,66.3,67.2,37700323,2520461941,5641
2006-04-14,67.0,68.0,66.6,68.0,37570213,2533141694,8059
2006-04-17,68.0,68.1,67.4,67.8,33897379,2298526666,5364
2006-04-18,67.8,68.1,66.9,67.9,28570393,1930958233,5924
2006-04-19,68.9,69.9,68.9,69.4,55084104,3831778354,11534
2006-04-20,69.2,70.0,69.2,69.9,37284024,2602545966,8566
2006-04-21,69.4,70.0,69.2,69.3,38210957,2660478833,8235
2006-04-24,68.4,69.3,68.1,68.2,40260156,2764404708,8354
2006-04-25,68.1,68.1,66.8,67.0,34997402,2363365129,7367
2006-04-26,66.8,69.2,66.6,69.0,36146455,2456872431,7551
2006-04-27,68.7,68.9,67.2,67.2,48943973,3321284491,8321
2006-04-28,67.9,68.9,67.0,68.1,44850479,3043120472,8641
2006-05-02,66.6,67.4,66.5,67.2,50363610,3372317940,9010
2006-05-03,67.4,68.1,67.0,67.0,40079946,2700230320,5195
2006-05-04,68.0,68.0,67.4,67.5,24623875,1667251096,5266
2006-05-05,68.1,69.5,68.0,68.5,52903698,3632059123,11634
2006-05-08,69.6,69.9,68.9,69.4,40011430,2771563355,8006
2006-05-09,69.1,69.1,67.7,68.0,40518242,2776035069,7631
2006-05-10,67.5,67.5,65.1,66.5,72439412,4796154666,16072
2006-05-11,65.2,66.6,65.2,66.6,41413429,2738356533,8390
2006-05-12,65.0,65.4,64.8,64.9,54979525,3578024345,11483
2006-05-15,63.6,63.9,63.1,63.2,59123298,3754660129,13294
2006-05-16,63.3,63.8,62.3,62.4,56328043,3547237475,12114
2006-05-17,63.0,64.0,62.8,63.7,32078296,2030133933,6724
2006-05-18,62.4,62.7,62.0,62.5,54522408,3401206456,9251
2006-05-19,62.5,63.1,62.0,62.5,41843154,2612366570,7794
2006-05-22,62.7,62.8,60.7,60.8,64656800,3979555056,14197
2006-05-23,60.1,61.7,59.8,61.1,57881226,3518418044,11253
2006-05-24,61.1,61.7,60.2,61.0,55806560,3406810260,9115
2006-05-25,60.5,60.9,59.8,59.8,50961711,3075534572,9631
2006-05-26,60.0,60.6,59.3,59.5,60013494,3599062350,12752
2006-05-29,60.0,61.2,59.8,60.2,32913911,1990913969,6771
2006-05-30,61.0,61.7,60.3,60.3,56003067,3408750180,8567
2006-06-01,61.5,62.1,60.6,61.4,45092140,2769845524,8530
2006-06-02,62.1,62.5,61.7,62.5,44386653,2761301162,8200
2006-06-05,62.7,62.9,60.0,60.4,53213561,3269085625,10878
2006-06-06,60.3,61.2,60.0,60.8,52481220,3183053522,8934
2006-06-07,60.5,60.8,60.1,60.1,32267738,1948028088,6784
2006-06-08,59.6,59.7,55.9,55.9,77526897,4539941991,17747
2006-06-09,58.0,58.9,56.9,58.5,68570128,3963942558,13450
2006-06-12,58.0,58.6,57.0,57.5,53475799,3083523534,10780
2006-06-13,57.0,57.2,56.1,56.2,52514274,2969233148,9915
2006-06-14,56.2,58.8,56.2,58.1,56391435,3231980007,9018
2006-06-15,58.7,58.8,56.7,56.8,43513361,2498170177,10140
2006-06-16,59.5,59.6,58.9,59.4,55763529,3307408122,11676
2006-06-19,59.6,59.7,59.0,59.4,65354973,3883314758,11166
2006-06-20,55.1,55.7,54.2,54.7,90105756,4956725499,21848
2006-06-21,54.7,55.5,54.6,55.3,33843207,1867328001,8383
2006-06-22,56.6,57.8,56.2,57.7,41977751,2399739044,10900
2006-06-23,57.0,57.0,55.9,56.6,28732421,1621454895,7742
2006-06-26,56.0,57.5,56.0,57.0,23838386,1355740502,6256
2006-06-27,57.4,58.0,56.8,57.4,36649195,2102857654,7963
2006-06-28,56.0,56.7,55.8,56.1,56513081,3168356420,13435
2006-06-29,56.1,56.8,56.1,56.7,50917613,2882231421,6511
2006-06-30,58.4,58.5,57.8,58.4,71062265,4136337597,13696
2006-07-03,58.5,58.8,58.2,58.5,29707569,1739237753,5459
2006-07-04,59.0,59.3,58.6,58.8,30547735,1803385674,6292
2006-07-05,58.7,58.8,57.6,57.7,23118263,1345010635,5140
2006-07-06,57.4,57.5,56.8,57.1,39106656,2230580124,6860
2006-07-07,57.1,57.2,56.2,56.9,38635554,2187563078,7615
2006-07-10,56.0,57.2,55.7,56.9,40595053,2281930569,8845
2006-07-11,56.4,56.9,56.2,56.4,26394087,1491071076,5945
2006-07-12,57.8,58.0,56.7,57.1,51799388,2979660916,9528
2006-07-13,56.6,56.8,56.3,56.3,19607652,1107501768,4856
2006-07-14,55.2,55.5,55.0,55.1,51765027,2855140070,13546
2006-07-17,54.7,54.9,53.4,53.8,55813358,3024288932,11816
2006-07-18,54.0,54.3,53.9,54.1,29145253,1575903932,7049
2006-07-19,54.2,54.7,53.8,53.8,31915782,1730661845,7717
2006-07-20,55.5,56.3,55.2,56.2,47771029,2661924224,11443
2006-07-21,56.0,56.0,54.7,54.9,42575682,2347556110,8772
2006-07-24,52.9,53.0,52.3,52.9,73938240,3896349168,16692
2006-07-25,54.3,54.5,53.5,53.8,43437798,2342899913,9039
2006-07-26,54.5,54.5,53.7,53.9,38375402,2069640230,5734
2006-07-27,53.9,54.3,53.7,54.2,51881295,2807050475,5918
2006-07-28,54.1,54.5,53.9,54.4,41208180,2235000244,6825
2006-07-31,55.3,55.5,54.2,54.8,39280297,2161400453,7780
2006-08-01,54.9,55.3,54.8,55.1,20951315,1152813497,4198
2006-08-02,54.9,55.2,54.5,54.9,21800589,1196477624,3947
2006-08-03,55.2,55.4,54.6,54.9,31636536,1742065837,4656
2006-08-04,55.1,55.4,54.6,54.9,35369864,1948314558,5139
2006-08-07,55.3,55.3,54.4,54.6,21730020,1192585502,4128
2006-08-08,54.8,55.5,54.6,55.5,21349638,1177373846,4825
2006-08-09,55.1,55.9,55.0,55.8,52883523,2923387407,6378
2006-08-10,55.8,57.0,55.8,56.8,60633848,3433544523,13212
2006-08-11,57.5,57.6,57.0,57.4,46282675,2654877484,9325
2006-08-14,57.4,57.9,57.3,57.6,24859910,1433376546,5438
2006-08-15,57.8,57.9,57.3,57.6,20332726,1170782944,4720
